tenant_id,entra_object_id,user_principal_name,mail,display_name,manager_id,raw,synced_at
a1b2c3d4-e5f6-7890-abcd-ef1234567890,bc0aeedb-acad-4311-b059-d24a46aff0d2,thanh.do@setafuture.onmicrosoft.com,thanh.do@setafuture.onmicrosoft.com,Đỗ Đình Thanh,b2d0da32-671a-4b0e-a284-317936e34cfa,"{""@odata.context"":""https://graph.microsoft.com/v1.0/$metadata#users/$entity"",""id"":""bc0aeedb-acad-4311-b059-d24a46aff0d2"",""displayName"":""Đỗ Đình Thanh"",""givenName"":""Thanh"",""surname"":""Đỗ"",""userPrincipalName"":""thanh.do@setafuture.onmicrosoft.com"",""mail"":""thanh.do@setafuture.onmicrosoft.com"",""jobTitle"":""PM"",""department"":""Product & Program Management"",""officeLocation"":""Ho Chi Minh City"",""city"":""Ho Chi Minh City"",""country"":""Vietnam"",""usageLocation"":""VN"",""mobilePhone"":""+84 9433755586"",""businessPhones"":[""+84 9433755586""],""preferredLanguage"":""vi-VN"",""accountEnabled"":true,""userType"":""Member"",""employeeId"":""1010"",""skills"":[""Sprint Planning"",""JIRA"",""Agile"",""OKR"",""Project Management""],""createdDateTime"":""2025-10-13T07:00:00.000Z"",""@odata.etag"":""W/\""JzEtYmMwYWVlZGItYWNhZC00Cg==\""""}",2026-05-19T07:00:00+00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567890,c333de1c-768d-4d35-bee1-fd782c711014,viet.ho@setafuture.onmicrosoft.com,viet.ho@setafuture.onmicrosoft.com,Hồ Văn Việt,b2d0da32-671a-4b0e-a284-317936e34cfa,"{""@odata.context"":""https://graph.microsoft.com/v1.0/$metadata#users/$entity"",""id"":""c333de1c-768d-4d35-bee1-fd782c711014"",""displayName"":""Hồ Văn Việt"",""givenName"":""Việt"",""surname"":""Hồ"",""userPrincipalName"":""viet.ho@setafuture.onmicrosoft.com"",""mail"":""viet.ho@setafuture.onmicrosoft.com"",""jobTitle"":""PM"",""department"":""Product & Program Management"",""officeLocation"":""Ho Chi Minh City"",""city"":""Ho Chi Minh City"",""country"":""Vietnam"",""usageLocation"":""VN"",""mobilePhone"":""+84 9570561337"",""businessPhones"":[""+84 9570561337""],""preferredLanguage"":""vi-VN"",""accountEnabled"":true,""userType"":""Member"",""employeeId"":""1011"",""skills"":[""Scrum"",""Project Management"",""Product Roadmap"",""Risk Management"",""Agile"",""JIRA""],""createdDateTime"":""2025-09-29T07:00:00.000Z"",""@odata.etag"":""W/\""JzEtYzMzM2RlMWMtNzY4ZC00Cg==\""""}",2026-05-19T07:00:00+00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567890,25678646-5382-49ba-983a-86102d138dad,tri.ngo@setafuture.onmicrosoft.com,tri.ngo@setafuture.onmicrosoft.com,Ngô Hoàng Trí,b2d0da32-671a-4b0e-a284-317936e34cfa,"{""@odata.context"":""https://graph.microsoft.com/v1.0/$metadata#users/$entity"",""id"":""25678646-5382-49ba-983a-86102d138dad"",""displayName"":""Ngô Hoàng Trí"",""givenName"":""Trí"",""surname"":""Ngô"",""userPrincipalName"":""tri.ngo@setafuture.onmicrosoft.com"",""mail"":""tri.ngo@setafuture.onmicrosoft.com"",""jobTitle"":""PM"",""department"":""Product & Program Management"",""officeLocation"":""Ho Chi Minh City"",""city"":""Ho Chi Minh City"",""country"":""Vietnam"",""usageLocation"":""VN"",""mobilePhone"":""+84 956564956"",""businessPhones"":[""+84 956564956""],""preferredLanguage"":""vi-VN"",""accountEnabled"":true,""userType"":""Member"",""employeeId"":""1012"",""skills"":[""Project Management"",""Agile"",""Risk Management""],""createdDateTime"":""2025-12-09T07:00:00.000Z"",""@odata.etag"":""W/\""JzEtMjU2Nzg2NDYtNTM4Mi00Cg==\""""}",2026-05-19T07:00:00+00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567890,fcaa9bc5-c68c-405e-913c-0fd2af61e407,dung.duong@setafuture.onmicrosoft.com,dung.duong@setafuture.onmicrosoft.com,Dương Xuân Dũng,b2d0da32-671a-4b0e-a284-317936e34cfa,"{""@odata.context"":""https://graph.microsoft.com/v1.0/$metadata#users/$entity"",""id"":""fcaa9bc5-c68c-405e-913c-0fd2af61e407"",""displayName"":""Dương Xuân Dũng"",""givenName"":""Dũng"",""surname"":""Dương"",""userPrincipalName"":""dung.duong@setafuture.onmicrosoft.com"",""mail"":""dung.duong@setafuture.onmicrosoft.com"",""jobTitle"":""PM"",""department"":""Product & Program Management"",""officeLocation"":""Ho Chi Minh City"",""city"":""Ho Chi Minh City"",""country"":""Vietnam"",""usageLocation"":""VN"",""mobilePhone"":""+84 9518043064"",""businessPhones"":[""+84 9518043064""],""preferredLanguage"":""vi-VN"",""accountEnabled"":true,""userType"":""Member"",""employeeId"":""1013"",""skills"":[""Stakeholder Communication"",""Product Roadmap"",""OKR"",""Sprint Planning""],""createdDateTime"":""2025-07-31T07:00:00.000Z"",""@odata.etag"":""W/\""JzEtZmNhYTliYzUtYzY4Yy00Cg==\""""}",2026-05-19T07:00:00+00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567890,6ff80b14-8584-4d5e-a71e-015a187377f8,khai.ly@setafuture.onmicrosoft.com,khai.ly@setafuture.onmicrosoft.com,Lý Đình Khải,b2d0da32-671a-4b0e-a284-317936e34cfa,"{""@odata.context"":""https://graph.microsoft.com/v1.0/$metadata#users/$entity"",""id"":""6ff80b14-8584-4d5e-a71e-015a187377f8"",""displayName"":""Lý Đình Khải"",""givenName"":""Khải"",""surname"":""Lý"",""userPrincipalName"":""khai.ly@setafuture.onmicrosoft.com"",""mail"":""khai.ly@setafuture.onmicrosoft.com"",""jobTitle"":""PM"",""department"":""Product & Program Management"",""officeLocation"":""Ho Chi Minh City"",""city"":""Ho Chi Minh City"",""country"":""Vietnam"",""usageLocation"":""VN"",""mobilePhone"":""+84 9307977732"",""businessPhones"":[""+84 9307977732""],""preferredLanguage"":""vi-VN"",""accountEnabled"":true,""userType"":""Member"",""employeeId"":""1014"",""skills"":[""Scrum"",""Agile"",""Risk Management""],""createdDateTime"":""2026-03-04T07:00:00.000Z"",""@odata.etag"":""W/\""JzEtNmZmODBiMTQtODU4NC00Cg==\""""}",2026-05-19T07:00:00+00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567890,4ac42da8-a7bd-49b7-9087-1a46102d7e6a,nga.nguyen@setafuture.onmicrosoft.com,nga.nguyen@setafuture.onmicrosoft.com,Nguyễn Văn Nga,b2d0da32-671a-4b0e-a284-317936e34cfa,"{""@odata.context"":""https://graph.microsoft.com/v1.0/$metadata#users/$entity"",""id"":""4ac42da8-a7bd-49b7-9087-1a46102d7e6a"",""displayName"":""Nguyễn Văn Nga"",""givenName"":""Nga"",""surname"":""Nguyễn"",""userPrincipalName"":""nga.nguyen@setafuture.onmicrosoft.com"",""mail"":""nga.nguyen@setafuture.onmicrosoft.com"",""jobTitle"":""PM"",""department"":""Product & Program Management"",""officeLocation"":""Ho Chi Minh City"",""city"":""Ho Chi Minh City"",""country"":""Vietnam"",""usageLocation"":""VN"",""mobilePhone"":""+84 9397833604"",""businessPhones"":[""+84 9397833604""],""preferredLanguage"":""vi-VN"",""accountEnabled"":true,""userType"":""Member"",""employeeId"":""1015"",""skills"":[""Sprint Planning"",""JIRA"",""Product Roadmap"",""User Story Mapping"",""Risk Management"",""Agile""],""createdDateTime"":""2025-07-29T07:00:00.000Z"",""@odata.etag"":""W/\""JzEtNGFjNDJkYTgtYTdiZC00Cg==\""""}",2026-05-19T07:00:00+00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567890,df776239-9e3d-4772-abc8-9e0430e4d228,son.tran@setafuture.onmicrosoft.com,son.tran@setafuture.onmicrosoft.com,Trần Hoàng Sơn,b2d0da32-671a-4b0e-a284-317936e34cfa,"{""@odata.context"":""https://graph.microsoft.com/v1.0/$metadata#users/$entity"",""id"":""df776239-9e3d-4772-abc8-9e0430e4d228"",""displayName"":""Trần Hoàng Sơn"",""givenName"":""Sơn"",""surname"":""Trần"",""userPrincipalName"":""son.tran@setafuture.onmicrosoft.com"",""mail"":""son.tran@setafuture.onmicrosoft.com"",""jobTitle"":""PM"",""department"":""Product & Program Management"",""officeLocation"":""Ho Chi Minh City"",""city"":""Ho Chi Minh City"",""country"":""Vietnam"",""usageLocation"":""VN"",""mobilePhone"":""+84 9815352334"",""businessPhones"":[""+84 9815352334""],""preferredLanguage"":""vi-VN"",""accountEnabled"":true,""userType"":""Member"",""employeeId"":""1016"",""skills"":[""Stakeholder Communication"",""Product Roadmap"",""OKR"",""JIRA"",""User Story Mapping"",""Agile""],""createdDateTime"":""2025-08-24T07:00:00.000Z"",""@odata.etag"":""W/\""JzEtZGY3NzYyMzktOWUzZC00Cg==\""""}",2026-05-19T07:00:00+00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567890,ac1d3391-705c-4f4c-9567-c89a8680f0e8,trung.le@setafuture.onmicrosoft.com,trung.le@setafuture.onmicrosoft.com,Lê Xuân Trung,b2d0da32-671a-4b0e-a284-317936e34cfa,"{""@odata.context"":""https://graph.microsoft.com/v1.0/$metadata#users/$entity"",""id"":""ac1d3391-705c-4f4c-9567-c89a8680f0e8"",""displayName"":""Lê Xuân Trung"",""givenName"":""Trung"",""surname"":""Lê"",""userPrincipalName"":""trung.le@setafuture.onmicrosoft.com"",""mail"":""trung.le@setafuture.onmicrosoft.com"",""jobTitle"":""PM"",""department"":""Product & Program Management"",""officeLocation"":""Ho Chi Minh City"",""city"":""Ho Chi Minh City"",""country"":""Vietnam"",""usageLocation"":""VN"",""mobilePhone"":""+84 9521883894"",""businessPhones"":[""+84 9521883894""],""preferredLanguage"":""vi-VN"",""accountEnabled"":true,""userType"":""Member"",""employeeId"":""1017"",""skills"":[""JIRA"",""Agile"",""OKR""],""createdDateTime"":""2025-11-16T07:00:00.000Z"",""@odata.etag"":""W/\""JzEtYWMxZDMzOTEtNzA1Yy00Cg==\""""}",2026-05-19T07:00:00+00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567890,f1280a65-993e-4c4e-add9-145e1fc6a314,manh.pham@setafuture.onmicrosoft.com,manh.pham@setafuture.onmicrosoft.com,Phạm Đình Mạnh,b2d0da32-671a-4b0e-a284-317936e34cfa,"{""@odata.context"":""https://graph.microsoft.com/v1.0/$metadata#users/$entity"",""id"":""f1280a65-993e-4c4e-add9-145e1fc6a314"",""displayName"":""Phạm Đình Mạnh"",""givenName"":""Mạnh"",""surname"":""Phạm"",""userPrincipalName"":""manh.pham@setafuture.onmicrosoft.com"",""mail"":""manh.pham@setafuture.onmicrosoft.com"",""jobTitle"":""PM"",""department"":""Product & Program Management"",""officeLocation"":""Ho Chi Minh City"",""city"":""Ho Chi Minh City"",""country"":""Vietnam"",""usageLocation"":""VN"",""mobilePhone"":""+84 9157908647"",""businessPhones"":[""+84 9157908647""],""preferredLanguage"":""vi-VN"",""accountEnabled"":true,""userType"":""Member"",""employeeId"":""1018"",""skills"":[""User Story Mapping"",""Project Management"",""Agile"",""Product Roadmap""],""createdDateTime"":""2025-07-01T07:00:00.000Z"",""@odata.etag"":""W/\""JzEtZjEyODBhNjUtOTkzZS00Cg==\""""}",2026-05-19T07:00:00+00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567890,7def619d-b676-44e5-b42b-d28b19d5c693,an.hoang@setafuture.onmicrosoft.com,an.hoang@setafuture.onmicrosoft.com,Hoàng Văn An,b2d0da32-671a-4b0e-a284-317936e34cfa,"{""@odata.context"":""https://graph.microsoft.com/v1.0/$metadata#users/$entity"",""id"":""7def619d-b676-44e5-b42b-d28b19d5c693"",""displayName"":""Hoàng Văn An"",""givenName"":""An"",""surname"":""Hoàng"",""userPrincipalName"":""an.hoang@setafuture.onmicrosoft.com"",""mail"":""an.hoang@setafuture.onmicrosoft.com"",""jobTitle"":""PM"",""department"":""Product & Program Management"",""officeLocation"":""Ho Chi Minh City"",""city"":""Ho Chi Minh City"",""country"":""Vietnam"",""usageLocation"":""VN"",""mobilePhone"":""+84 9754754164"",""businessPhones"":[""+84 9754754164""],""preferredLanguage"":""vi-VN"",""accountEnabled"":true,""userType"":""Member"",""employeeId"":""1019"",""skills"":[""Risk Management"",""Sprint Planning"",""Project Management"",""Product Roadmap"",""User Story Mapping""],""createdDateTime"":""2025-09-23T07:00:00.000Z"",""@odata.etag"":""W/\""JzEtN2RlZjYxOWQtYjY3Ni00Cg==\""""}",2026-05-19T07:00:00+00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567890,a8644c14-392e-4e8b-803c-5b6021954430,ha.huynh@setafuture.onmicrosoft.com,ha.huynh@setafuture.onmicrosoft.com,Huỳnh Hoàng Hà,b2d0da32-671a-4b0e-a284-317936e34cfa,"{""@odata.context"":""https://graph.microsoft.com/v1.0/$metadata#users/$entity"",""id"":""a8644c14-392e-4e8b-803c-5b6021954430"",""displayName"":""Huỳnh Hoàng Hà"",""givenName"":""Hà"",""surname"":""Huỳnh"",""userPrincipalName"":""ha.huynh@setafuture.onmicrosoft.com"",""mail"":""ha.huynh@setafuture.onmicrosoft.com"",""jobTitle"":""PM"",""department"":""Product & Program Management"",""officeLocation"":""Ho Chi Minh City"",""city"":""Ho Chi Minh City"",""country"":""Vietnam"",""usageLocation"":""VN"",""mobilePhone"":""+84 9505033370"",""businessPhones"":[""+84 9505033370""],""preferredLanguage"":""vi-VN"",""accountEnabled"":true,""userType"":""Member"",""employeeId"":""1020"",""skills"":[""Risk Management"",""Product Roadmap"",""OKR"",""Stakeholder Communication"",""Agile"",""Scrum""],""createdDateTime"":""2026-03-14T07:00:00.000Z"",""@odata.etag"":""W/\""JzEtYTg2NDRjMTQtMzkyZS00Cg==\""""}",2026-05-19T07:00:00+00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567890,f188a990-f216-44ce-9dc2-58ecd4665408,linh.phan@setafuture.onmicrosoft.com,linh.phan@setafuture.onmicrosoft.com,Phan Xuân Linh,b2d0da32-671a-4b0e-a284-317936e34cfa,"{""@odata.context"":""https://graph.microsoft.com/v1.0/$metadata#users/$entity"",""id"":""f188a990-f216-44ce-9dc2-58ecd4665408"",""displayName"":""Phan Xuân Linh"",""givenName"":""Linh"",""surname"":""Phan"",""userPrincipalName"":""linh.phan@setafuture.onmicrosoft.com"",""mail"":""linh.phan@setafuture.onmicrosoft.com"",""jobTitle"":""PM"",""department"":""Product & Program Management"",""officeLocation"":""Ho Chi Minh City"",""city"":""Ho Chi Minh City"",""country"":""Vietnam"",""usageLocation"":""VN"",""mobilePhone"":""+84 9608204054"",""businessPhones"":[""+84 9608204054""],""preferredLanguage"":""vi-VN"",""accountEnabled"":true,""userType"":""Member"",""employeeId"":""1021"",""skills"":[""Risk Management"",""Product Roadmap"",""Project Management""],""createdDateTime"":""2025-11-25T07:00:00.000Z"",""@odata.etag"":""W/\""JzEtZjE4OGE5OTAtZjIxNi00Cg==\""""}",2026-05-19T07:00:00+00:00
